Number,Song Name,Artist Name
1,"

	
	
		
					Montero (Call Me By Your Name)		
	
","
	
	Lil Nas X
"
2,"

	
	
		
					Peaches		
	
","
	
	Justin Bieber Featuring Daniel Caesar & Giveon
"
3,"

	
	
		
					Leave The Door Open		
	
","
	
	Silk Sonic (Bruno Mars & Anderson .Paak)
"
4,"

	
	
		
					Up		
	
","
	
	Cardi B
"
5,"

	
	
		
					Drivers License		
	
","
	
	Olivia Rodrigo
"
6,"

	
	
		
					Save Your Tears		
	
","
	
	The Weeknd & Ariana Grande
"
7,"

	
	
		
					Levitating		
	
","
	
	Dua Lipa
"
8,"

	
	
		
					Blinding Lights		
	
","
	
	The Weeknd
"
9,"

	
	
		
					Mood		
	
","
	
	24kGoldn Featuring iann dior
"
10,"

	
	
		
					What You Know Bout Love		
	
","
	
	Pop Smoke
"
11,"

	
	
		
					Tombstone		
	
","
	
	Rod Wave
"
12,"

	
	
		
					Astronaut In The Ocean		
	
","
	
	Masked Wolf
"
13,"

	
	
		
					What's Next		
	
","
	
	Drake
"
14,"

	
	
		
					34+35		
	
","
	
	Ariana Grande Feat. Doja Cat & Megan Thee Stallion
"
15,"

	
	
		
					Go Crazy		
	
","
	
	Chris Brown & Young Thug
"
16,"

	
	
		
					Street Runner		
	
","
	
	Rod Wave
"
17,"

	
	
		
					Best Friend		
	
","
	
	Saweetie Featuring Doja Cat
"
18,"

	
	
		
					Calling My Phone		
	
","
	
	Lil Tjay Featuring 6LACK
"
19,"

	
	
		
					Therefore I Am		
	
","
	
	Billie Eilish
"
20,"

	
	
		
					Back In Blood		
	
","
	
	Pooh Shiesty Featuring Lil Durk
"
21,"

	
	
		
					You Broke Me First.		
	
","
	
	Tate McRae
"
22,"

	
	
		
					Richer		
	
","
	
	Rod Wave Featuring Polo G
"
23,"

	
	
		
					You're Mines Still		
	
","
	
	Yung Bleu Featuring Drake
"
24,"

	
	
		
					Beat Box		
	
","
	
	SpotemGottem Featuring Pooh Shiesty Or DaBaby
"
25,"

	
	
		
					Positions		
	
","
	
	Ariana Grande
"
26,"

	
	
		
					On Me		
	
","
	
	Lil Baby
"
27,"

	
	
		
					Dakiti		
	
","
	
	Bad Bunny & Jhay Cortez
"
28,"

	
	
		
					Heartbreak Anniversary		
	
","
	
	Giveon
"
29,"

	
	
		
					My Ex's Best Friend		
	
","
	
	Machine Gun Kelly X blackbear
"
30,"

	
	
		
					Dynamite		
	
","
	
	BTS
"
31,"

	
	
		
					Without You		
	
","
	
	The Kid LAROI
"
32,"

	
	
		
					The Good Ones		
	
","
	
	Gabby Barrett
"
33,"

	
	
		
					Beautiful Mistakes		
	
","
	
	Maroon 5 Featuring Megan Thee Stallion
"
34,"

	
	
		
					Wants And Needs		
	
","
	
	Drake Featuring Lil Baby
"
35,"

	
	
		
					Streets		
	
","
	
	Doja Cat
"
36,"

	
	
		
					Anyone		
	
","
	
	Justin Bieber
"
37,"

	
	
		
					For The Night		
	
","
	
	Pop Smoke Featuring Lil Baby & DaBaby
"
38,"

	
	
		
					Whoopty		
	
","
	
	CJ
"
39,"

	
	
		
					No More Parties		
	
","
	
	Coi Leray Featuring Lil Durk
"
40,"

	
	
		
					Good Days		
	
","
	
	SZA
"
41,"

	
	
		
					Starting Over		
	
","
	
	Chris Stapleton
"
42,"

	
	
		
					What's Your Country Song		
	
","
	
	Thomas Rhett
"
43,"

	
	
		
					Put Your Records On		
	
","
	
	Ritt Momney
"
44,"

	
	
		
					Cry Baby		
	
","
	
	Megan Thee Stallion Featuring DaBaby
"
45,"

	
	
		
					Long Live		
	
","
	
	Florida Georgia Line
"
46,"

	
	
		
					Hold On		
	
","
	
	Justin Bieber
"
47,"

	
	
		
					Track Star		
	
","
	
	Mooski
"
48,"

	
	
		
					We're Good		
	
","
	
	Dua Lipa
"
49,"

	
	
		
					Hard For The Next		
	
","
	
	Moneybagg Yo & Future
"
50,"

	
	
		
					Heat Waves		
	
","
	
	Glass Animals
"
51,"

	
	
		
					You All Over Me (Taylor's Version) (From The Vault)		
	
","
	
	Taylor Swift Featuring Maren Morris
"
52,"

	
	
		
					Lady		
	
","
	
	Brett Young
"
53,"

	
	
		
					Telepatia		
	
","
	
	Kali Uchis
"
54,"

	
	
		
					Forever After All		
	
","
	
	Luke Combs
"
55,"

	
	
		
					SoulFly		
	
","
	
	Rod Wave
"
56,"

	
	
		
					Goosebumps		
	
","
	
	Travis Scott & HVME
"
57,"

	
	
		
					My Head And My Heart		
	
","
	
	Ava Max
"
58,"

	
	
		
					Time Today		
	
","
	
	Moneybagg Yo
"
59,"

	
	
		
					Willow		
	
","
	
	Taylor Swift
"
60,"

	
	
		
					Just The Way		
	
","
	
	Parmalee x Blanco Brown
"
61,"

	
	
		
					Gone Till November		
	
","
	
	Rod Wave
"
62,"

	
	
		
					Momma's House		
	
","
	
	Dustin Lynch
"
63,"

	
	
		
					Don't Forget		
	
","
	
	Rod Wave
"
64,"

	
	
		
					Damage		
	
","
	
	H.E.R.
"
65,"

	
	
		
					Blame On You		
	
","
	
	Rod Wave
"
66,"

	
	
		
					Somebody Like That		
	
","
	
	Tenille Arts
"
67,"

	
	
		
					Hell Of A View		
	
","
	
	Eric Church
"
68,"

	
	
		
					Headshot		
	
","
	
	Lil Tjay, Polo G & Fivio Foreign
"
69,"

	
	
		
					Big Purr (Prrdd)		
	
","
	
	Coi Leray & Pooh Shiesty
"
70,"

	
	
		
					Lemon Pepper Freestyle		
	
","
	
	Drake Featuring Rick Ross
"
71,"

	
	
		
					All I Got		
	
","
	
	Rod Wave
"
72,"

	
	
		
					As I Am		
	
","
	
	Justin Bieber Featuring Khalid
"
73,"

	
	
		
					Breaking Up Was Easy In The 90's		
	
","
	
	Sam Hunt
"
74,"

	
	
		
					Down To One		
	
","
	
	Luke Bryan
"
75,"

	
	
		
					Made For You		
	
","
	
	Jake Owen
"
76,"

	
	
		
					Hellcats & Trackhawks		
	
","
	
	Lil Durk
"
77,"

	
	
		
					Masterpiece		
	
","
	
	DaBaby
"
78,"

	
	
		
					La Noche de Anoche		
	
","
	
	Bad Bunny & Rosalia
"
79,"

	
	
		
					Wasted On You		
	
","
	
	Morgan Wallen
"
80,"

	
	
		
					Monsters		
	
","
	
	All Time Low Featuring Demi Lovato & blackbear 
"
81,"

	
	
		
					Body		
	
","
	
	Megan Thee Stallion
"
82,"

	
	
		
					Real As It Gets		
	
","
	
	Lil Baby Featuring EST Gee
"
83,"

	
	
		
					Quicksand		
	
","
	
	Morray
"
84,"

	
	
		
					Pick Up Your Feelings		
	
","
	
	Jazmine Sullivan
"
85,"

	
	
		
					Pills & Billz		
	
","
	
	Rod Wave
"
86,"

	
	
		
					The Business		
	
","
	
	Tiesto
"
87,"

	
	
		
					Buss It		
	
","
	
	Erica Banks
"
88,"

	
	
		
					How The Game Go		
	
","
	
	Rod Wave
"
89,"

	
	
		
					OMDB		
	
","
	
	Rod Wave
"
90,"

	
	
		
					Settling Down		
	
","
	
	Miranda Lambert
"
91,"

	
	
		
					Almost Maybes		
	
","
	
	Jordan Davis
"
92,"

	
	
		
					Glad You Exist		
	
","
	
	Dan + Shay
"
93,"

	
	
		
					Clouds		
	
","
	
	NF
"
94,"

	
	
		
					What's Love??		
	
","
	
	Rod Wave
"
95,"

	
	
		
					One Too Many		
	
","
	
	Keith Urban Duet With P!nk
"
96,"

	
	
		
					Shock Da World		
	
","
	
	Rod Wave
"
97,"

	
	
		
					You Got It		
	
","
	
	VEDO
"
98,"

	
	
		
					Sneaky Links		
	
","
	
	Rod Wave
"
99,"

	
	
		
					Nobody		
	
","
	
	Dylan Scott
"
100,"

	
	
		
					Girl Like Me		
	
","
	
	Black Eyed Peas X Shakira
"
